claim_id,section,sentence,metric_type,value,context_keys
R198,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='Qwen2.5-7B-Instruct' col='Model' cell='Qwen2.5-7B-Instruct' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,7B,Instruct
R199,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='Qwen2.5-7B-Instruct' col='micro-F1' cell='0.160' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.160,Instruct
R200,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='Qwen2.5-7B-Instruct' col='coverage' cell='0.84' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,0.84,Instruct
R201,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='Mistral-7B-Instruct-v0.3' col='Model' cell='Mistral-7B-Instruct-v0.3' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,7B,Instruct
R202,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='Mistral-7B-Instruct-v0.3' col='micro-F1' cell='0.153' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.153,Instruct
R203,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='Mistral-7B-Instruct-v0.3' col='coverage' cell='0.94' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,0.94,Instruct
R204,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='Mistral-7B-Instruct-v0.3' col='paper analog (Table 7)' cell='Mistral-v0.1: 0.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.00,Instruct
R205,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='plutus-8B-instruct (financial)' col='Model' cell='plutus-8B-instruct (financial)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),count,8B,Instruct
R206,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='plutus-8B-instruct (financial)' col='micro-F1' cell='0.107' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.107,Instruct
R207,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='plutus-8B-instruct (financial)' col='coverage' cell='1.00' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),coverage,1.00,Instruct
R208,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,[Table 7] row='plutus-8B-instruct (financial)' col='paper analog (Table 7)' cell='FinLLaMA-instruct: 0.57' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement),f1_macro,0.57,Instruct
R209,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Interpretation. - The tuning claim fails again, more clearly. plutus-8B is the worst LLM on both NER datasets — and on FiNER-ORD it is the only model that also drops coverage (0.853).",coverage,8B,FiNER-ORD
R210,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Interpretation. - The tuning claim fails again, more clearly. plutus-8B is the worst LLM on both NER datasets — and on FiNER-ORD it is the only model that also drops coverage (0.853).",coverage,0.853,FiNER-ORD
R211,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"GLiNER (a tiny specialist) beats Mistral and the smaller Qwen3-4B on FiNER-ORD and loses only to the two strongest general models (Qwen2.5, Qwen3-8B) — a reminder that a purpose-built NER model is competitive with much larger chat models at a fraction of the size. - No open model reaches half the paper’s FIN score (best 0.160 vs the paper’s 0.57 for FinLLaMA-instruct).",count,4B,FinLLaMA; LLaMA; Llama; Instruct; FiNER-ORD; GLiNER
R212,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"GLiNER (a tiny specialist) beats Mistral and the smaller Qwen3-4B on FiNER-ORD and loses only to the two strongest general models (Qwen2.5, Qwen3-8B) — a reminder that a purpose-built NER model is competitive with much larger chat models at a fraction of the size. - No open model reaches half the paper’s FIN score (best 0.160 vs the paper’s 0.57 for FinLLaMA-instruct).",count,8B,FinLLaMA; LLaMA; Llama; Instruct; FiNER-ORD; GLiNER
R213,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"GLiNER (a tiny specialist) beats Mistral and the smaller Qwen3-4B on FiNER-ORD and loses only to the two strongest general models (Qwen2.5, Qwen3-8B) — a reminder that a purpose-built NER model is competitive with much larger chat models at a fraction of the size. - No open model reaches half the paper’s FIN score (best 0.160 vs the paper’s 0.57 for FinLLaMA-instruct).",f1_macro,0.160,FinLLaMA; LLaMA; Llama; Instruct; FiNER-ORD; GLiNER
R214,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"GLiNER (a tiny specialist) beats Mistral and the smaller Qwen3-4B on FiNER-ORD and loses only to the two strongest general models (Qwen2.5, Qwen3-8B) — a reminder that a purpose-built NER model is competitive with much larger chat models at a fraction of the size. - No open model reaches half the paper’s FIN score (best 0.160 vs the paper’s 0.57 for FinLLaMA-instruct).",f1_macro,0.57,FinLLaMA; LLaMA; Llama; Instruct; FiNER-ORD; GLiNER
R215,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,"Most of that gap is methodological, not a quality collapse: strict span matching, 4-bit, a 98-example set, and a substitute model (see §8–§9).",count,98,
R216,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,The paper’s “Entity F1” likely normalises case/punctuation before matching; we did not. - A one-version bump moves NER 15 points.,f1_macro,15 points,
R217,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,The paper lists Mistral-v0.1 at 0.00 (it refused/unparseable).,f1_macro,0.00,
R218,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 7. Results — NER > 6.4 Gold-label quality: 75% vs 100% annotator agreement,Mistral-v0.3 follows the format and reaches 0.153.,f1_macro,0.153,
R219,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),count,8B,FPB
R220,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),count,30,FPB
R221,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),[Table 8] row='missed_positive_cue' col='Count' cell='15 (50%)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors)),count,15,
R222,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),[Table 8] row='missed_positive_cue' col='Count' cell='15 (50%)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors)),percent,50%,
R223,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),[Table 8] row='numerical_reasoning' col='Count' cell='8 (27%)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors)),percent,27%,
R224,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),"[Table 8] row='numerical_reasoning' col='What it is' cell='Needs comparing figures: “loss narrowed 3.7→1.8mn”, “profit 17.7 vs 17.6”' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors))",other,3.7,
R225,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),"[Table 8] row='numerical_reasoning' col='What it is' cell='Needs comparing figures: “loss narrowed 3.7→1.8mn”, “profit 17.7 vs 17.6”' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors))",other,17.7,
R226,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),"[Table 8] row='numerical_reasoning' col='What it is' cell='Needs comparing figures: “loss narrowed 3.7→1.8mn”, “profit 17.7 vs 17.6”' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors))",other,17.6,
R227,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),[Table 8] row='factual_neutral_misclassed' col='Count' cell='6 (20%)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors)),percent,20%,
R228,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors),[Table 8] row='ambiguous / out-of-domain' col='Count' cell='1 (3%)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 8. Error analysis > 8.1 Sentiment — where plutus-8B misses (30 hand-tagged FPB errors)),percent,3%,
R229,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,The model is a substitute. plutus-8B ≠ FinLLaMA-instruct.,count,8B,FinLLaMA; LLaMA; Llama; Instruct
R230,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,Statistical power is thin. 300-sentence sentiment subsamples and 98–300 NER items mean confidence intervals are wide; small F1 gaps (e.g. plutus vs Qwen on FPB) should not be over-read.,f1_macro,300,FPB
R231,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,Statistical power is thin. 300-sentence sentiment subsamples and 98–300 NER items mean confidence intervals are wide; small F1 gaps (e.g. plutus vs Qwen on FPB) should not be over-read.,f1_macro,98,FPB
R232,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,Statistical power is thin. 300-sentence sentiment subsamples and 98–300 NER items mean confidence intervals are wide; small F1 gaps (e.g. plutus vs Qwen on FPB) should not be over-read.,f1_macro,300,FPB
R233,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,"What I would distrust most about these numbers: the absolute NER F1 (strict matching + tiny FIN set) and any sentiment gap inside the bootstrap CIs — for the 300-sample LLM runs that is ~±0.045, so two-model differences under ~0.06–0.09 F1 are not significant (e.g. plutus vs Qwen on FPB).",f1_macro,300,FPB
R234,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,"What I would distrust most about these numbers: the absolute NER F1 (strict matching + tiny FIN set) and any sentiment gap inside the bootstrap CIs — for the 300-sample LLM runs that is ~±0.045, so two-model differences under ~0.06–0.09 F1 are not significant (e.g. plutus vs Qwen on FPB).",f1_macro,0.045,FPB
R235,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,"What I would distrust most about these numbers: the absolute NER F1 (strict matching + tiny FIN set) and any sentiment gap inside the bootstrap CIs — for the 300-sample LLM runs that is ~±0.045, so two-model differences under ~0.06–0.09 F1 are not significant (e.g. plutus vs Qwen on FPB).",f1_macro,0.06,FPB
R236,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,"What I would distrust most about these numbers: the absolute NER F1 (strict matching + tiny FIN set) and any sentiment gap inside the bootstrap CIs — for the 300-sample LLM runs that is ~±0.045, so two-model differences under ~0.06–0.09 F1 are not significant (e.g. plutus vs Qwen on FPB).",f1_macro,0.09,FPB
R237,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 9. Critical assessment and limitations > 8.2 NER — strict matching punishes a well-behaved model,"What I would trust: the direction — financial tuning not leading on any of four datasets, prompt variance being large, and plutus falling significantly behind on the 100%-agreement gold — because these hold across datasets, seeds, aggregation policies, and now CIs.",percent,100%,
R238,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,FinLLaMA-instruct was un-published mid-project (404).,count,404,FinLLaMA; LLaMA; Llama; Instruct
R239,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,We lost time before accepting it and substituting plutus-8B.,count,8B,
R240,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,Trusted the default transformers version. plutus returned empty strings on raw prompts until we (a) bumped transformers 4.44→4.50 for its tokenizer and,other,4.44,
R241,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,Trusted the default transformers version. plutus returned empty strings on raw prompts until we (a) bumped transformers 4.44→4.50 for its tokenizer and,other,4.50,
R242,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,Qwen3-8B was blocked entirely until a newer transformers.,count,8B,
R243,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,Compared against the paper’s Mistral-v0.1 as if versions were interchangeable. v0.1 → v0.3 swings NER by 15 points.,percent,15 points,
R244,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,Our earlier finbert-tone baseline (in the 75%-agree table) no longer instantiates under the transformers version the rest of the stack now requires — its config.json lacks a model_type the newer loader demands (“Unrecognized model”).,percent,75%,FinBERT
R245,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 10. What we got wrong during the research > 8.2 NER — strict matching punishes a well-behaved model,"The full pytest run shows 11 spurious failures in test_evaluation.py from a scipy/array_api_compat caching quirk triggered by test ordering — every test passes in isolation, and the evaluation code is the same code that produced the (verified) tables.",count,11,
R246,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 11. Lessons learned > 8.2 NER — strict matching punishes a well-behaved model,"Two of our headline results are meta-results: a paper model can vanish, and a minor version bump can swing a benchmark by 15 points.",percent,15 points,
R247,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 11. Lessons learned > 8.2 NER — strict matching punishes a well-behaved model,"Re-running on FPB’s unanimous-agreement gold lifts every learned model 5–10 F1 points (VADER flat), and the financial-tuned model gains the least, widening its deficit.",f1_macro,10,VADER; FPB
R248,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 11. Lessons learned > 8.2 NER — strict matching punishes a well-behaved model,The financial-tuned 8B did not earn a default slot anywhere in our evaluation.,count,8B,
R249,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 11. Lessons learned > 8.2 NER — strict matching punishes a well-behaved model,What we’d do with another month: add a normalised-match NER metric and re-run (likely closes much of the FIN gap); get access to FinMA-7B-full and the real FinLLaMA-instruct if re-published; run fp16 on a bigger GPU to remove the quantization confound; complete the prompt-ensemble’s template-C members (E3/E5); and bootstrap confidence intervals on every F1.,f1_macro,7B,FinLLaMA; LLaMA; Llama; Instruct; template
R250,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > 12. Conclusion > 8.2 NER — strict matching punishes a well-behaved model,"On four financial datasets, financial instruction tuning (plutus-8B) never led — mid-pack on sentiment, worst on NER.",count,8B,Instruct
R251,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"Re-aggregate tables — needs results/predictions/ (full repo, not the code zip)
python scripts/aggregate.py            # -> results/summary/final_table.csv (sentiment)
python scripts/aggregate_ensemble.py   # -> results/summary/ensemble_table.csv
python scripts/aggregate_ner.py        # -> results/summary_ner/final_table_ner.csv (FiNER-ORD)
python scripts/summarize_ner.py        # -> results/summary/ner_table.csv (FIN/Alvarado)
python scripts/bootstrap_ci.py         # -> results/summary/bootstrap_ci.csv (95% CIs; needs predictions)
python scripts/eval_allagree.py        # no-GPU cross-check (needs predictions): filter 75%-agree to unanimous

# 3.",percent,95%,FiNER-ORD
R252,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"Re-aggregate tables — needs results/predictions/ (full repo, not the code zip)
python scripts/aggregate.py            # -> results/summary/final_table.csv (sentiment)
python scripts/aggregate_ensemble.py   # -> results/summary/ensemble_table.csv
python scripts/aggregate_ner.py        # -> results/summary_ner/final_table_ner.csv (FiNER-ORD)
python scripts/summarize_ner.py        # -> results/summary/ner_table.csv (FIN/Alvarado)
python scripts/bootstrap_ci.py         # -> results/summary/bootstrap_ci.csv (95% CIs; needs predictions)
python scripts/eval_allagree.py        # no-GPU cross-check (needs predictions): filter 75%-agree to unanimous

# 3.",percent,75%,FiNER-ORD
R253,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"Rebuild every figure — works from the committed CSVs alone (no GPU, no predictions)
python scripts/make_figures.py
python scripts/make_ensemble_figures.py
python scripts/make_ner_figure.py
python scripts/make_agreement_figure.py # -> agreement_comparison.csv + figure (75% vs 100%)
python scripts/tag_errors.py            # -> error taxonomy in focal_error_sample.csv (needs focal CSV, shipped)

# 4.",percent,100%,
R254,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"(Optional) re-run inference on Modal T4 — costs ~$1, needs HF_TOKEN
python scripts/run_llm_matrix.py       # sentiment matrix (budget-guarded)
python scripts/run_allagree.py         # 100%-agreement (AllAgree) matrix -> allagree_table.csv
python scripts/run_ner_matrix.py       # FIN/Alvarado NER",money,"$1,",
R255,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"(Optional) re-run inference on Modal T4 — costs ~$1, needs HF_TOKEN
python scripts/run_llm_matrix.py       # sentiment matrix (budget-guarded)
python scripts/run_allagree.py         # 100%-agreement (AllAgree) matrix -> allagree_table.csv
python scripts/run_ner_matrix.py       # FIN/Alvarado NER",percent,100%,
R256,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,Environment notes: transformers >= 4.50 and the chat template are required for plutus-8B; Qwen3 needs >= 4.51.,other,4.50,template
R257,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,Environment notes: transformers >= 4.50 and the chat template are required for plutus-8B; Qwen3 needs >= 4.51.,count,8B,template
R258,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,Environment notes: transformers >= 4.50 and the chat template are required for plutus-8B; Qwen3 needs >= 4.51.,other,4.51,template
R259,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"Total compute for the whole study: ~$1.3 of Modal T4 time (≈ 130 GPU-minutes, across the sentiment matrix, the 100%-agreement matrix, and both NER tracks).",money,$1.3,
R260,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"Total compute for the whole study: ~$1.3 of Modal T4 time (≈ 130 GPU-minutes, across the sentiment matrix, the 100%-agreement matrix, and both NER tracks).",count,130,
R261,Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix A — Reproducibility > 8.2 NER — strict matching punishes a well-behaved model,"Total compute for the whole study: ~$1.3 of Modal T4 time (≈ 130 GPU-minutes, across the sentiment matrix, the 100%-agreement matrix, and both NER tracks).",percent,100%,
R262,"Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model","[Table 9] row='FPB' col='Source' cell='financial_phrasebank (75%-agree split), 690 test' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model)",percent,75%,FPB
R263,"Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model","[Table 9] row='FPB' col='Source' cell='financial_phrasebank (75%-agree split), 690 test' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model)",count,690,FPB
R264,"Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model","[Table 9] row='FiQA-SA' col='Source' cell='TheFinAI/fiqa-sentiment-classification, 1,173 test, ±0.10 neutral band' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model)",f1_macro,0.10,FiQA; FiQA-SA
R265,"Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model","[Table 9] row='FIN / Alvarado-2015' col='Source' cell='PIXIU TheFinAI/flare-ner, 98 test' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model)",count,98,
R266,"Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model","[Table 9] row='Model under test' col='Source' cell='TheFinAI/plutus-8B-instruct (substitute for FinLLaMA-instruct)' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model)",count,8B,
R267,"Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model","[Table 9] row='General LLMs' col='Source' cell='mistralai/Mistral-7B-Instruct-v0.3, Qwen/Qwen2.5-7B-Instruct, Qwen/Qwen3-8B, Qwen/Qwen3-4B-Instruct-2507' (section: Does Financial Instruction Tuning Actually Help? > Does Financial Instruction Tuning Actually Help? > Appendix B — Datasets, models, and artifacts > 8.2 NER — strict matching punishes a well-behaved model)",count,7B,
